listing_id,description,room_type,price,nbhood_full,host_name,last_review
1929186,Modern Bright Loft in Clinton Hill,ENTIRE HOME/APT,$175,"Brooklyn, Bedford-Stuyvesant",Susan,2019-07-04
1931609,Entire Park Slope Townhouse,Entire home/apt,$650,"Brooklyn, Park Slope",Miriam,2019-06-24
1934512,Penthouse studio w/ skylights and skyline views,entire home/apt,$150,"Brooklyn, Clinton Hill",Bryan,2019-06-09
1934804,3 Story Brooklyn House - Sleeps 10!,Entire home/apt,$750,"Brooklyn, Clinton Hill",Deborah,2019-05-19
1935109,Unique sunny loft in Manhattan!,Entire home/apt,$249,"Manhattan, Lower East Side",Zi Ying,2019-06-28
1935302,COZY and WARM Garden Apartment,ENTIRE HOME/APT,$180,"Brooklyn, Fort Greene",Brandon,2019-07-07
1936772,Private Ground Floor Studio Apt PLUS Driveway,ENTIRE HOME/APT,$85,"Queens, Middle Village",Kerri & Steve,2019-07-01
1937226,Awesome Harlem House 3 bdr 2 floors,Entire home/apt,$174,"Manhattan, Harlem",Grover,2019-06-11
1937325,2Br East Village VERY Spacious Apt.,ENTIRE HOME/APT,$295,"Manhattan, East Village",Matthew,2019-06-08
1937761,Modern & Quiet 2bdr Astoria - 2 blocks from Subway,ENTIRE HOME/APT,$180,"Queens, Astoria",Michelangelo,2019-06-11
1939283,Wyckoff Street Garden Apartment,Entire home/apt,$130,"Brooklyn, Gowanus",Laurence,2019-06-29
1940534,Big specious room is Manhattan!!!,private room,$52,"Manhattan, Harlem",Lilia,2019-01-31
1941439,Private Room next to Park - 5 mins to subways!!,Private room,$85,"Manhattan, East Harlem",Veronica,2019-06-26
1941495,"Huge Garden Duplex, 20 min Manhattan!",Entire home/apt,$249,"Brooklyn, Bushwick","Julia, Anthony, Apollo & Atlas",2019-07-05
1944155,Funky Furnished Studio on Tree-Lined Street,Entire home/apt,$119,"Brooklyn, Fort Greene",Henri-Leon,2019-06-11
1945115,Beautiful Luxury Room in Central Harlem/Columbia,Private room,$90,"Manhattan, Harlem",Minetta,2019-07-05
1948494,Amazing 550 Sq Ft Studio Apartment.,Entire home/apt,$97,"Brooklyn, East Flatbush",Dawn & Vernon,2019-07-07
1950311,"Bright, cozy East Williamsburg home",Entire home/apt,$151,"Brooklyn, Williamsburg",Hannah,2019-06-18
1950588,Newly Renovated One Bedroom,ENTIRE HOME/APT,$200,"Manhattan, Little Italy",Brian,2019-06-10
1952271,Super Clean 1 bedroom Upper West Side,Entire home/apt,$130,"Manhattan, Upper West Side",Christine,2019-07-07
1953636,large private bedroom in shared ap,Private room,$69,"Brooklyn, Fort Greene",Alex,2019-06-24
1953928,Huge 2 Bedrooms NYC,Entire home/apt,$150,"Queens, Astoria",A,2019-01-20
1954450,Spacious Sunny Designer 1 Bedroom in East Village,Entire home/apt,$150,"Manhattan, East Village",Erika,2019-06-18
1954653,FIVE STAR LIGHT-FILLED DUPLEX - PRIVATE DECK,Entire home/apt,$195,"Manhattan, Kips Bay",Graham,2019-05-28
1958765,Stylish 1 BR Loft Apt Williamsburg,Entire home/apt,$250,"Brooklyn, Williamsburg",Sylvana,2019-05-28
1960358,Couples and Family Paradise.,ENTIRE HOME/APT,$80,"Brooklyn, Cypress Hills",Jorge,2019-06-30
1961288,Gorgeous Modern Downtown Condo with Stunning Views,Entire home/apt,$220,"Manhattan, Lower East Side",Dave,2019-06-20
1970017,"Chic & Cheerful Home in Williamsburg, Brooklyn",PRIVATE ROOM,$89,"Brooklyn, Williamsburg",Melissa,2019-06-16
1970574,Park Slope Townhouse TOP FLOOR,Entire home/apt,$199,"Brooklyn, South Slope",Susi,2019-06-17
1970697,Lovely & Large Private Queen Bedroom,Private room,$72,"Brooklyn, Bedford-Stuyvesant",Amaya,2019-07-01
1971200,Big Room by Times Square,Private room,$99,"Manhattan, Hell's Kitchen",Tino,2019-05-31
1971239,BRIGHT AND SPACIOUS 3 BEDROOM WITH GARDEN,Entire home/apt,$125,"Brooklyn, Crown Heights",Andres & Mapa,2019-06-25
1971540,Sunny Midtown NYC Room,Private room,$150,"Manhattan, Upper West Side",Joseph,2019-06-28
1973889,Exposed Brick Wall Bedroom,PRIVATE ROOM,$106,"Manhattan, SoHo",Eva,2019-06-23
1974700,AMAZING ONE BEDROOM IN MANHATTAN,Entire home/apt,$250,"Manhattan, Harlem",Tammy,2019-07-05
1975168,Fantastic Williamsburg Waterfront!,Private room,$100,"Brooklyn, Williamsburg",Katie,2019-06-04
1975999,Luxury studio,Entire home/apt,$189,"Manhattan, Chelsea",Marie,2019-05-13
1977888,East Village Studio Super location,Entire home/apt,$120,"Manhattan, East Village",Sam,2019-01-01
1979127,East Village Duplex Penthouse,Entire home/apt,$480,"Manhattan, East Village",Rachel,2019-05-21
1979744,Bright & Budget Friendly,Private room,$33,"Brooklyn, Canarsie",Nancy,2019-06-27
1980179,Best of the East Village Cozy 2 Bedroom,Entire home/apt,$142,"Manhattan, East Village",Katya,2019-07-05
1981410,Spacious 1 bed near train!,Entire home/apt,$135,"Queens, Ditmars Steinway",Terry & Kristen,2019-07-02
1981590,Loft 15 - 20 minutes to Manhattan,entire home/apt,$135,"Brooklyn, Bushwick",Giovani,2019-01-05
1983188,1BR near Columbia / Central Park,Private room,$80,"Manhattan, Upper West Side",Jose,2019-06-26
1983466,A Cozy Creative Room for Nomads,Private room,$87,"Manhattan, Upper West Side",Kalae,2019-06-16
1983531,Spacious Bright 1 Bedroom East Village Apartment,Entire home/apt,$450,"Manhattan, East Village",S & G,2019-01-02
1984486,Comfortable Brown Stone apartment,Entire home/apt,$150,"Brooklyn, Crown Heights",Joyce,2019-04-27
1985022,Large Light Filled Apartment,Private room,$50,"Brooklyn, Crown Heights",Jessica,2019-01-03
1987371,"Williamsburg, prime loction, Brooklyn private room",Private room,$79,"Brooklyn, Williamsburg",Christina,2019-06-21
1987546,nice room in bedstuy A,Private room,$60,"Brooklyn, Bedford-Stuyvesant",Randy,2019-04-22
1987584,Home Sweet Room-HOMEY-Queens NYC!!,private room,$45,"Queens, Elmhurst",Jacqueline & Tyas,2019-04-25
1988823,Family Friendly Apt in Quiet Building,entire home/apt,$175,"Manhattan, Harlem",Rachel,2019-07-02
1989972,Cozy & Nice Bedroom in an Apt/NYC.,Private room,$86,"Manhattan, East Harlem",Cesar,2019-06-30
1994398,Spring and Summer in New York - Near Central Park,entire home/apt,$345,"Manhattan, Midtown",Nadia,2019-06-12
1997487,Luxury Doorman 1BR  Best part of NY,Entire home/apt,$250,"Manhattan, Hell's Kitchen",Pedro,2019-06-16
1998026,"Bright, serene apt in Fort Greene/Clinton Hill",Entire home/apt,$130,"Brooklyn, Clinton Hill",Amanda,2019-04-21
2000156,Nice & cozy -  15min to Times Square-,Private room,$90,"Manhattan, Upper East Side",Regina,2019-07-01
2000576,3BR in a classic 1925 BK Limestone,Entire home/apt,$150,"Brooklyn, Crown Heights",Marietta,2019-06-24
2000611,Cute brick wall apt. 2BR,entire home/apt,$150,"Brooklyn, Williamsburg",Michael,2019-06-11
2003180,NEW YORK CITY HOME in MANHATTAN,Entire home/apt,$225,"Manhattan, Inwood",Chris,2019-06-08
2006452,Sunny Filled Room in Williamsburg,private room,$80,"Brooklyn, Williamsburg",Barbara,2019-01-02
2008227,Private Studio in Private Home,Private room,$53,"Bronx, North Riverdale",Dianne,2019-06-30
2011212,West Village Charm and Quiet!,Entire home/apt,$162,"Manhattan, SoHo",Brenton,2019-06-22
2012368,Amazing Downtown With Rooftop,entire home/apt,$117,"Manhattan, Chinatown",Jake,2019-06-13
2013807,Magic Manhattan with Rooftop,Entire home/apt,$189,"Manhattan, Lower East Side",Jake,2019-06-23
2015168,Cozy 2BD APT close to subway,entire home/apt,$190,"Brooklyn, Bedford-Stuyvesant",Jennifer,2019-07-06
2017397,‚òÜ DESIGN Spacious ‚òÜ 1 BR Sleeps 4 Brooklyn Museum,Entire home/apt,$150,"Brooklyn, Crown Heights",Monica,2019-07-01
2019755,Front Studio in Loft Apartment - Steiner Studios,Entire home/apt,$100,"Brooklyn, Clinton Hill",Bradley,2019-07-03
2019927,Beautiful Furnished 1 Bedroom apt; Wash Hts,Entire home/apt,$115,"Manhattan, Inwood",Todd,2019-06-21
2020881,2 BR apt in East Village w private patio,Entire home/apt,$300,"Manhattan, East Village",Michael,2019-01-02
2022728,Room in Manhattan! 15min=TimeSquare,Private room,$39,"Manhattan, Harlem",Jack Andrew,2019-04-26
2023577,Charming bedroom on the Upper West,PRIVATE ROOM,$105,"Manhattan, Upper West Side",Deda,2019-06-22
2028291,"Entire studio with backyard, Close to subway!!!",ENTIRE HOME/APT,$149,"Queens, Astoria",Mirlet,2019-07-07
2028432,Sunny Private Studio With Backyard Close 2 Subway!,Private room,$72,"Queens, Long Island City",Mirlet,2019-03-14
2028677,1BR in HARLEM...SUNNY & SPACIOUS,entire home/apt,$115,"Manhattan, Harlem",Brooklyn,2019-05-25
2028925,Art Boutique 2BR Suite at JFK Airport,Entire home/apt,$325,"Queens, St. Albans",Jay,2019-01-01
2030736,Room B,private room,$32,"Brooklyn, Sunset Park",Susan,2019-04-20
2033846,"Boutique Hip Hotel Feel, WiFi, NetFlix, Private",Entire home/apt,$95,"Manhattan, Harlem",Marvin,2019-05-19
2036105,Private room  D,Private room,$30,"Brooklyn, Dyker Heights",Susan,2019-01-22
2037632,Cute East Village 1 Bedroom Apt,ENTIRE HOME/APT,$140,"Manhattan, East Village",Angelita,2019-06-13
2041041,Your Living Room is the UES,Private room,$80,"Manhattan, Upper East Side",Todd,2019-06-13
2043049,Bushwick Calabrese Abode,PRIVATE ROOM,$50,"Brooklyn, Bushwick",Stella,2019-04-15
2043060,"Clean, spacious entire 1br in NYC!",entire home/apt,$395,"Manhattan, Midtown",Andrey,2019-06-09
2044873,Bushwick Artist Loft - Awesome Room,Private room,$79,"Brooklyn, Bushwick",Tom & Lily,2019-04-24
2045727,Cozy Room in Family Home..BKLYN!!!,Private room,$52,"Brooklyn, Bedford-Stuyvesant",Olabimpe,2019-05-26
2046007,1 BR in LES. Heart of New York City,PRIVATE ROOM,$98,"Manhattan, Lower East Side",Helena,2019-07-02
2051675,Nice modern room by Prospect Park!,Private room,$57,"Brooklyn, Flatbush",Noel And Patricia,2019-06-29
2053940,Sunny top floor apartment in Clinton Hill,Entire home/apt,$120,"Brooklyn, Fort Greene",Nichola,2019-01-02
2055050,Charming studio upper east side NYC,Entire home/apt,$125,"Manhattan, Upper East Side",Candace,2019-06-01
2055819,"Garden Oasis, Williamsburg!",Entire home/apt,$164,"Brooklyn, Williamsburg",Mike,2019-07-05
2056012,"Rancho Deluxe, Williamsburg!",Entire home/apt,$210,"Brooklyn, Williamsburg",Mike,2019-07-02
2057403,Spacious Upper West side 2 bedroom apartment,Entire home/apt,$199,"Manhattan, Upper West Side",Connie,2019-01-01
2057595,Great location in the East Village,private room,$69,"Manhattan, East Village",Steve,2019-05-25
2060720,Charming Jr. 1 bedroom Midtown,Entire home/apt,$106,"Manhattan, Midtown",Chun,2019-05-24
2061725,"‚ù§Ô∏è 2 Beds Option + Private Bath, Sunshine Bushwick",Private room,$60,"Brooklyn, Bushwick",Mia,2019-06-30
2066165,Cozy room in NYC 5,Private room,$45,"Manhattan, Harlem",Lilia,2019-04-10
2069051,Your private space in Brooklyn,Private room,$45,"Brooklyn, Williamsburg",Frank,2019-05-12
2069359,New 1BR + 1BA with Private Entrance,PRIVATE ROOM,$80,"Brooklyn, Bedford-Stuyvesant",Jullien,2019-06-10
2071420,Classic Chelsea Brownstone 1 Bedroom,entire home/apt,$199,"Manhattan, Chelsea",Wade,2019-07-01
2071446,Inspiring spacious loft space,Private room,$94,"Brooklyn, Williamsburg",Katja,2019-02-23
2071464,Brooklyn garden 2 bedroom,Entire home/apt,$400,"Brooklyn, Boerum Hill",Wendy,2019-06-22
2071873,Cozy Studio in Murray Hill,ENTIRE HOME/APT,$175,"Manhattan, Murray Hill",Lala,2019-05-26
2075600,Delicious & Airy Apt in Landmark Brownstone,entire home/apt,$151,"Brooklyn, Bedford-Stuyvesant",Subhana,2019-07-01
2079765,"Charming, sunny oasis",ENTIRE HOME/APT,$110,"Brooklyn, Bedford-Stuyvesant",Nadine,2019-06-03
2080861,Spacious 3BD/2BA - Parking Included,entire home/apt,$177,"Brooklyn, Bedford-Stuyvesant",Nancy,2019-06-26
2082328,Comfy & Spacious Room next to the Subway/Metro,Private room,$65,"Bronx, Longwood",Jenny,2019-05-28
2083749,STYLISH NYC OASIS NEAR CENTRAL PARK,Entire home/apt,$150,"Manhattan, Upper West Side",Rt,2019-01-10
2087226,Penthouse With Private Roof Deck,Private room,$109,"Manhattan, East Village",Patrick,2019-07-03
2087524,Private Parlour Floor,Entire home/apt,$99,"Brooklyn, Clinton Hill",Lorna,2019-06-11
2087970,West Village Wonder -spacious 1 bed,ENTIRE HOME/APT,$239,"Manhattan, West Village",Owen,2019-06-26
2088725,Beautiful renovated 1 bedroom Apt.,Entire home/apt,$124,"Brooklyn, Gowanus",Edgar,2019-06-30
2089226,"SALE- 2 BEDS, IN PRIVATE BEDROOM NEAR MANHATTAN!",Private room,$69,"Brooklyn, Flatbush",C S,2019-06-15
2089745,GREAT in CHELSEA:  JUST SEE REVIEWS,Entire home/apt,$220,"Manhattan, Chelsea",Joseph,2019-06-04
2091204,Spacious and bright Bedroom,entire home/apt,$150,"Brooklyn, Crown Heights",Emily,2019-05-09
2093304,Hidden gem in Fort Greene,Entire home/apt,$100,"Brooklyn, Fort Greene",Brian,2019-01-03
2093455,Nice bedroom,private room,$60,"Queens, Ridgewood",Robert,2019-07-05
2096968,*Upper East Side Cozy 1 Bedroom*,ENTIRE HOME/APT,$135,"Manhattan, Upper East Side",Ro,2019-06-29
2098817,Historic Townhouse 3bed 2bath * 1 block to subway,entire home/apt,$350,"Brooklyn, Bushwick",Jenny And Mark,2019-05-01
2100174,Private Furnished Studio Apartment,entire home/apt,$150,"Manhattan, Upper East Side",Jessica,2019-04-21
2101349,Stunning UWS studio private room;,Private room,$150,"Manhattan, Upper West Side",Victoria,2019-05-27
2105163,Gramercy Park Studio Apartment,Entire home/apt,$195,"Manhattan, Gramercy",Joe,2019-01-03
2106241,Private Room with Plush Queen Bed,private room,$65,"Brooklyn, Bushwick",Adriano,2019-06-11
2107696,Entire 2 BED APARTMENT - WILLIAMSBURG- Best Price,Entire home/apt,$210,"Brooklyn, Williamsburg",Gianni,2019-06-10
2107883,Industrial Modernism Flex 2br Loft!,entire home/apt,$159,"Brooklyn, Greenpoint",Vida,2019-04-21
2107939,Private Single Room Steps to Subway,Private room,$55,"Brooklyn, Bedford-Stuyvesant",Adriano,2019-05-27
2108424,Sunny Private room in Brooklyn,Private room,$79,"Brooklyn, Bushwick",Kenny And Christine,2019-06-15
2110493,PRIVATE studio/not shared/ SAFE/ CLEAN/Affordable,Entire home/apt,$64,"Queens, Maspeth",Debbie,2019-06-22
2111336,Nice Modern Mirrored Room in NYC,Private room,$55,"Manhattan, Harlem",Kevin,2019-04-30
2116059,Renting apt for a weekend getaway,Entire home/apt,$100,"Manhattan, Washington Heights",Jochy,2019-06-30
2117705,Refreshingly Peaceful Room in Prime Williamsburg,Private room,$100,"Brooklyn, Williamsburg",Andrew,2019-05-26
2119216,"Affordable, Private, Simple & Clean NYC Flat!",Entire home/apt,$80,"Manhattan, Harlem",Christina,2019-06-19
2123079,Artist Loft Studio close to all,Entire home/apt,$120,"Queens, Long Island City",Julian,2019-07-02
2123731,Spacious Suite in Midtown West/Times sq.,Private room,$180,"Manhattan, Hell's Kitchen",Stephen,2019-06-19
2124910,Private Room E,PRIVATE ROOM,$33,"Brooklyn, Borough Park",Susan,2019-06-16
2128761,"Studio 1 block from subway, 10min to Manhattan!",Entire home/apt,$149,"Brooklyn, Williamsburg",Mary,2019-07-07
2134047,Artistic Studio Apartment,Entire home/apt,$85,"Brooklyn, Bedford-Stuyvesant",Tico,2019-06-15
2134697,Gorgeous New 1BR_Heart of Midtown,Entire home/apt,$180,"Manhattan, Hell's Kitchen",Host,2019-04-22
2135489,Charming Studio in Brooklyn,Entire home/apt,$170,"Brooklyn, Carroll Gardens",Leon,2019-06-16
2136293,Studio Apartment Near Express Subway to Manhattan,Entire home/apt,$65,"Queens, Richmond Hill",Mike,2019-06-26
2137796,A Beautiful Brownstone,Entire home/apt,$170,"Brooklyn, Bedford-Stuyvesant",Richelle And Pela,2019-06-22
2138787,"HARLEM, NEW YORK WELCOMES YOU!!",Private room,$62,"Manhattan, Washington Heights",Tye And Etienne,2019-04-01
2141667,Riverview at Lovely Harlem/UWS Home,Private room,$93,"Manhattan, Harlem",Carlyn,2019-06-05
2141975,Charming and Large UES ROOM for travellers,Private room,$85,"Manhattan, Upper East Side",Jenn,2019-06-28
2144033,Williamsburg - country house in NYC,Private room,$145,"Brooklyn, Williamsburg",Shelly,2019-06-17
2145599,Large Private BR in Hell's Kitchen,Private room,$135,"Manhattan, Hell's Kitchen",Pat,2019-06-28
2145620,"Bright, Lovely, Private Room in Midtown Manhattan",Private room,$97,"Manhattan, Midtown",Lydia,2019-06-28
2148025,Bed & Bagel~a charming 3 bedroom loft,entire home/apt,$225,"Brooklyn, Bushwick",Roberta (And Chris),2019-06-29
2151479,Newly renovated house,Entire home/apt,$111,"Brooklyn, Bedford-Stuyvesant",Rhonda,2019-06-17
2153435,The best Williamsburg has to offer!,Entire home/apt,$320,"Brooklyn, Williamsburg",Edward,2019-07-04
2154075,"Brooklyn Charm, Close to Manhattan (30+ Days Only)",Entire home/apt,$112,"Brooklyn, Bedford-Stuyvesant",Joni,2019-06-20
2154567,Cozy Brownstone Suite,ENTIRE HOME/APT,$185,"Brooklyn, Bedford-Stuyvesant",Sharon And Ronn,2019-06-30
2156111,Lg Private Rm wTerrace Midtown West,private room,$130,"Manhattan, Hell's Kitchen",Ritza,2019-06-24
2159193,The Perfect 1-bedroom in Cobble Hill,Entire home/apt,$125,"Brooklyn, Carroll Gardens",Edward,2019-04-19
2159898,East Village Studio,Entire home/apt,$190,"Manhattan, East Village",Sheila,2019-07-06
2160591,"Brooklyn NY, Comfy,Spacious Repose!",Private room,$70,"Brooklyn, Bushwick",Benjamin,2019-05-19
2164135,"BIG, BRIGHT, STYLISH + CONVENIENT",Private room,$80,"Brooklyn, Bedford-Stuyvesant",Kerstin,2019-06-17
2165107,Cozy Manhattan 1 BR,Entire home/apt,$100,"Manhattan, Upper East Side",Sean,2019-05-30
2169106,Huge Sunny Room In Awesome Apt/Neighborhood,private room,$100,"Brooklyn, Prospect-Lefferts Gardens",Brett,2019-05-19
2171821,Cool New 1br Apt - 1block from L&M,PRIVATE ROOM,$100,"Queens, Ridgewood",Florian / Anna,2019-05-08
2172139,Modern Apt Steps from Central Park,entire home/apt,$340,"Manhattan, Upper West Side",Alex,2019-04-26
2175827,Room Bedford Heart of Williamsburg,private room,$75,"Brooklyn, Williamsburg",Jaclyn,2019-06-30
2178294,Garden apt in Wlmsbrg - Lorimer L,entire home/apt,$140,"Brooklyn, Williamsburg",Aditya,2019-01-02
2181941,Beautiful Apartment On Stivers Row,Entire home/apt,$112,"Manhattan, Harlem",Phyllis,2019-06-04
2183423,2 Convertible Bdrms Great for 1-6,entire home/apt,$165,"Manhattan, Harlem",Adrianne,2019-06-14
2188204,Herkimer House,ENTIRE HOME/APT,$150,"Brooklyn, Bedford-Stuyvesant",Anthony,2019-06-23
2189742,*Queen-sized comfort in cozy Historic Sugar Hill*,Private room,$49,"Manhattan, Harlem",Dana  (& Justin),2019-06-09
2193902,East Village~Organic Living,entire home/apt,$225,"Manhattan, East Village",Marie,2019-04-30
2193945,BEDROOM WITH PRIVATE BATHROOM,Private room,$90,"Brooklyn, Bedford-Stuyvesant",Mete,2019-06-29
2194038,Two Bedroom Flat,Entire home/apt,$285,"Brooklyn, Fort Greene",Sj,2019-06-15
2197283,Charming Cozy Studio Apt. in NYC,Entire home/apt,$80,"Manhattan, Washington Heights",J,2019-07-03
2197401,Bedroom with Private Bathroom,Private room,$90,"Manhattan, Washington Heights",Maureen And Josiah,2019-06-23
2201154,Prime E. Village at St. Marks Place,Private room,$208,"Manhattan, NoHo",Eden,2019-06-18
2201491,BEST LOCATION! On the border of Chelsea/W Village,Entire home/apt,$156,"Manhattan, West Village",Nina,2019-02-09
2201581,Sunny Brooklyn Home,entire home/apt,$85,"Brooklyn, Bedford-Stuyvesant",Reid,2019-06-03
2203926,"Bright, Modern Two Bedroom With Stunning Rooftop",Entire home/apt,$325,"Brooklyn, Williamsburg",H,2019-07-01
2208545,Spacious 1 Bedroom in Lower East Side/Chinatown,ENTIRE HOME/APT,$160,"Manhattan, Chinatown",Laura,2019-07-05
2209460,Room in perfect Manhattan location,Private room,$110,"Manhattan, West Village",Beth,2019-07-01
2209835,LARGE 1 BEDROOM APT. IN MIDTOWN NEAR SUBWAY/BUS,entire home/apt,$150,"Manhattan, Kips Bay",Claudia,2019-07-01
2210041,"CENTRAL PARK, NYC APT",Private room,$149,"Manhattan, Upper West Side",Mena,2019-06-23
2214256,Artist owned brownstone apartment,Entire home/apt,$112,"Brooklyn, Bedford-Stuyvesant",Rebecca And Vilem,2019-06-29
2214323,Heart of downtown Manhattan,entire home/apt,$250,"Manhattan, Lower East Side",Alex&Ivy,2019-06-24
2214831,LAVISH 2 BR APT by Central Park!!!,Entire home/apt,$99,"Manhattan, Upper West Side",Lex,2019-05-26
2217609,(Williamsburg) - Large Bedroom w/ Private Bathroom,Private room,$45,"Brooklyn, Williamsburg",Adam,2019-03-01
2222641,Charming West Village 1 Bed - Ideal Location,ENTIRE HOME/APT,$165,"Manhattan, West Village",Rachel,2019-06-30
2223082,Beautiful 1 BR with Private Garden,Entire home/apt,$285,"Manhattan, Chelsea",Allison,2019-07-01
2223247,Lovely Duplex (2-story) flat on the UES,ENTIRE HOME/APT,$220,"Manhattan, Upper East Side",Victoria,2019-01-02
2228840,Cozy and homey railroad in bushwick,entire home/apt,$100,"Brooklyn, Bushwick",Carly & Sebastian,2019-01-01
2231296,Great Location in the heart of NYC!,Private room,$119,"Manhattan, Greenwich Village",Ever,2019-06-24
2232697,Kate's Place,Shared room,$48,"Brooklyn, Crown Heights",Katarina,2019-07-06
2237032,"Cozy Room in LIC, 7 min to Times Sq",private room,$79,"Queens, Long Island City",Alosha,2019-05-23
2237063,"Modern Large Studio, Great Location",entire home/apt,$105,"Manhattan, Kips Bay",Jian,2019-06-29
2238389,Huge Duplex in South Slope,entire home/apt,$290,"Brooklyn, Sunset Park",Monika,2019-04-27
2247803,"Landmark Brownstone, Crown Heights",Entire home/apt,$105,"Brooklyn, Crown Heights",Clifton,2019-06-30
2248069,Private Room in Central Park Slope,PRIVATE ROOM,$45,"Brooklyn, Park Slope",Lisa,2019-06-30
2249464,Full of Light Studio Apartment close to Subway,Entire home/apt,$80,"Brooklyn, Prospect-Lefferts Gardens",Sole,2019-04-01
2250790,Private room on the UWS,Private room,$89,"Manhattan, Upper West Side",Maayan,2019-05-22
2254582,Delightful 2BR Historic Brownstone Duplex,entire home/apt,$219,"Brooklyn, Clinton Hill",Alison,2019-02-15
2254817,Elegant private studio in Manhattan 73 St. & 3 Ave,entire home/apt,$130,"Manhattan, Upper East Side",Kourosh,2019-06-30
2254851,Sunny and Bright 1BR Factory Loft,entire home/apt,$149,"Brooklyn, Greenpoint",Vida,2019-04-20
2255340,2 Bedroom Greenwich/Soho Apartment,entire home/apt,$289,"Manhattan, Greenwich Village",Ever,2019-06-17
2255549,New Studio in Heart of Chelsea,Entire home/apt,$221,"Manhattan, Chelsea",Charles,2019-07-06
2260595,4RW - CARRIAGE HOUSE STUDIO OFF CTYD,ENTIRE HOME/APT,$112,"Manhattan, East Village",Adam,2019-05-11
2261367,brooklyn 14 bedroom gated community,Entire home/apt,"$1,485","Brooklyn, Sea Gate",Tzvi,2019-06-30
2262357,spacious homey one bdrm apt.,Entire home/apt,$120,"Queens, Sunnyside",Sandra,2019-05-27
2263265,Paddy Pad,private room,$81,"Manhattan, Harlem",Gaudhi,2019-06-04
2265827,Williamsburg Lodge (the best home in Brooklyn),Private room,$89,"Brooklyn, Williamsburg",Paul & Marçal,2019-06-26
2266468,Amazing 2BR/2Bath Loft in Brooklyn,ENTIRE HOME/APT,$199,"Brooklyn, Greenpoint",Vida,2019-02-28
2267177,Large Bedroom 15 Min From Manhattan,Private room,$45,"Brooklyn, Sunset Park",Skip,2019-06-23
2273613,Bondtastic: Fabulous in Brooklyn.,Entire home/apt,$130,"Brooklyn, Gowanus",Clarina,2019-05-20
2274268,Private Rm - Times Sq/Hell'sKitchen,PRIVATE ROOM,$90,"Manhattan, Hell's Kitchen",Sally,2019-06-10
2277707,Great UWS Apt Along Central Park,Entire home/apt,$350,"Manhattan, Upper West Side",Ariel,2019-01-02
2281147,Midtown Gem/ Carnegie Hall/theaters/ Central Park,Private room,$250,"Manhattan, Midtown",(Email hidden by Airbnb),2019-05-19
2283001,Gorgeous 1 bdrm in Carroll Gardens,Entire home/apt,$180,"Brooklyn, Carroll Gardens",Vanessa,2019-07-06
2285440,Large Rooms with Bar and PullOut Prime Greenpoint,Private room,$91,"Brooklyn, Greenpoint",Peter,2019-06-03
2285444,"Cozy, Quiet Bedroom in Historic West Village",Private room,$100,"Manhattan, West Village",Rob,2019-06-07
2289612,Private Room in Best Location!!,PRIVATE ROOM,$110,"Manhattan, Murray Hill",Shell,2019-06-30
2292366,cozy upper east side 1 br abode,entire home/apt,$75,"Manhattan, Upper East Side",Mary,2019-06-01
2296024,Three bedroom upscale condo,ENTIRE HOME/APT,$250,"Bronx, Riverdale",Donna,2019-01-02
2297147,Gorgeous 1400 Sq Ft Artist's Loft,Private room,$75,"Brooklyn, Bedford-Stuyvesant",Annie,2019-01-27
2298373,Luxury private apartment/Suite/with balcony,Entire home/apt,$88,"Queens, Rego Park",Lana,2019-04-20
2303436,SOHO - Large Studio Apt,Entire home/apt,$220,"Manhattan, Lower East Side",Nathan,2019-06-30
2305890,Midwood Aerie - Bright  & Private!,Entire home/apt,$140,"Brooklyn, Flatbush",Jake,2019-07-01
2308802,Big 2 bds House w/ Parking and Yard,Entire home/apt,$86,"Queens, Kew Gardens Hills",Laura,2019-07-01
2310445,Super Cute Chelsea One Bedroom,ENTIRE HOME/APT,$150,"Manhattan, Chelsea",Amy,2019-06-16
2310542,Hamilton Heights/Harlem Private Bedroom with Roof,Private room,$199,"Manhattan, Harlem",Tim,2019-05-16
2310594,Studio Apt. in East Williamsburg,Entire home/apt,$95,"Brooklyn, Williamsburg",Guillermo,2019-06-16
2310791,Old Brooklyn Charm,Entire home/apt,$200,"Brooklyn, Clinton Hill",Lee,2019-06-24
2314392,Spacious Studio on West 72nd,Entire home/apt,$200,"Manhattan, Upper West Side",Alina,2019-04-06
2314398,Duplex Brownstone sleeps 4-6,Entire home/apt,$175,"Brooklyn, Cobble Hill",Claudia,2019-06-02
2314553,Spectacular Studio Loft w/City View,entire home/apt,$129,"Brooklyn, Greenpoint",Vida,2019-05-24
2320028,SPACIOUS BEDROOM AND PRIVATE BATH!!!,private room,$115,"Manhattan, East Harlem",Steve,2019-06-17
2320581,Your own room in NY's best area,PRIVATE ROOM,$135,"Manhattan, West Village",Eyal,2019-07-03
2323502,Cute & cozy room in Ridgewood,Private room,$59,"Queens, Ridgewood",Vanessa,2019-07-01
2323714,Peaceful Parlor Floor Apartment,Entire home/apt,$196,"Brooklyn, Clinton Hill",Lila & Paul,2019-07-07
2331148,Charming Sunny 1 Bedroom LES Apt!,entire home/apt,$180,"Manhattan, Lower East Side",Doria,2019-03-05
2331154,Spacious Private Room in East Williamsburg,Private room,$60,"Brooklyn, Williamsburg",Barbara,2019-07-05
2332284,La ponderosa,Private room,$40,"Manhattan, Washington Heights",Fany,2019-04-07
